times,xd,x,yd,y,theta,w
6.797924290374109e+18,0.0,9.580274845782382,0.0,-3.775207953447177,-2.356401257196371,0.01
6.797924290374509e+18,0.46615060699258476,0.5061268360858628,0.010701033021363352,-0.14727474883124536,0.022952139696733542,0.0010222740391775773
6.79792429037491e+18,0.5175720735864557,0.5527418967851213,-0.005075815135903108,-0.14620464552910903,-0.009806658201345018,0.2995571548365173
6.797924290375009e+18,0.5292590428472771,0.5540808789363979,-0.01642793220972772,-0.14618825912377725,-0.031029530148520567,0.002599035281036313
6.797924294670077e+18,0.5326673587227497,0.6070067832211257,-0.003912303934642643,-0.14783105234475002,-0.0073446092065085995,0.001837696299535987
6.797924294670177e+18,0.5218419428974602,0.6567047586598599,-0.0074314625629589475,-0.14759572241785096,-0.014239867751637804,0.003040667951802334
6.797924294670277e+18,0.4474469395152539,0.6998839609672414,-0.010325546320137201,-0.14875971809527447,-0.023072487731358907,9.695085535353592e-06
6.797924294670377e+18,0.4890367987863452,0.744122674644984,-0.011882216721112058,-0.14747663894304788,-0.024292403647183547,1.4518031386244615e-05
6.797924294670476e+18,-0.003097379381937149,0.7889239338683044,0.0001176517434760685,-0.14796855292532676,-0.037966033549289686,1.8131114300560227e-07
6.797924294670577e+18,0.4706133169963135,0.7886141959301107,-0.017353962724110498,-0.14795678775097915,-0.03685850494943476,1.923395713530364e-07
6.797924294670677e+18,0.4968456861514117,0.8346799097604746,-0.019896884454007537,-0.1491143394269914,-0.0400250196841471,1.9739115601768435e-08
6.797924294670776e+18,0.5165306453268994,0.8422307356773985,-0.02628400783132561,-0.14952487990029606,-0.05084181756103836,2.4209611113998726e-09
6.797924294670877e+18,0.4673925136035622,0.8757078670902321,-0.018838643570739666,-0.14982911772859858,-0.040284025637416336,6.788195799789238e-09
6.797924294670977e+18,0.4468736069900807,0.8941774173922353,-0.010247907795164843,-0.15216124229774797,-0.02292843379479166,2.0235154217708973e-14
6.797924298966044e+18,0.4559304483900275,0.9388647780912434,-0.01588357906720048,-0.15318603307726444,-0.0348236403305197,5.175866330357893e-12
6.797924298966143e+18,0.4502421108532288,0.9871083250478141,-0.024031579800014267,-0.15456748715023225,-0.053324194278208996,7.05494345040964e-14
6.797924298966244e+18,0.4447885963848948,1.0336417926284098,-0.024811397376840395,-0.15666339818730732,-0.055724698120846745,1.7468481378110302e-14
6.797924298966344e+18,0.44769219768759866,1.0305777557874585,-0.019542037921215692,-0.15691056229896613,-0.04362291893819523,4.585964128767367e-15
6.797924298966544e+18,0.47991246817682615,1.0753469755562184,-0.0008474213308258616,-0.1588647660910877,-0.001765781275273855,2.436250367914016
6.797924298966644e+18,0.5022290461855764,1.120324690874803,-0.0002851764666746788,-0.15764837250237654,-0.0005678214714812057,2.35589652425486
6.797924298966745e+18,0.5338370538451699,1.1334674515643615,0.0002169295939687011,-0.159171113569208,0.00040635916983621477,2.4634173325042377
6.797924298966844e+18,0.46482136901915516,1.2171227542883247,0.002439129331614221,-0.15866959498864278,0.005247407083175682,2.1326264184929182
6.797924298966944e+18,0.49781874946721927,1.2243893882274175,-0.0009380838245907516,-0.1597525128298888,-0.0018843860646947895,2.0695151517411694
6.797924303262011e+18,0.5180835092400518,1.2687429535249806,-0.0008604115162255548,-0.15956690788061667,-0.0016607568275045729,1.922267046331853
6.797924303262112e+18,0.4875117638150229,1.3611454341171787,-0.002137273276168688,-0.15758396198111063,-0.004384016432574829,1.6321331357389472
6.797924303262211e+18,0.4844540348161034,1.3254786525443507,-0.0035268324483293,-0.15975438744843798,-0.00727988599766125,1.6719840790061176
6.797924303262311e+18,0.45461204163234165,1.3759171760323319,-0.00396941035575683,-0.1593121393224814,-0.008731201824601829,1.543051211379854
6.797924303262412e+18,0.46521533667649867,1.412014606994741,-0.003152914210521374,-0.15865024757237084,-0.006777218397520504,1.3353122380997433
6.797924303262511e+18,0.4522424892408909,1.506469951671993,-0.0008163058387394623,-0.16158622074025106,-0.0018050160514080918,1.184128439169587
6.797924303262611e+18,0.44585179309039363,1.5540169367536314,-3.675237039664319e-05,-0.16154120509994258,-8.243181003860563e-05,1.1513760884337654
6.797924303262711e+18,0.4538553211892299,1.5559767740845032,0.005115793392528754,-0.16045642694708342,0.011271382108240652,1.216586661882495
6.797924303262811e+18,0.47078998112494685,1.6481322295135135,-0.001732256821805162,-0.15687512735383702,-0.003679451717197928,0.9210093703360215
6.79792430326291e+18,0.5099742013432939,1.656547115839587,-0.008238682449575459,-0.16323687154510794,-0.016153691324036837,1.0263636519969253
6.797924307557978e+18,0.47311951739443897,1.703374245905764,0.0008386728744791758,-0.16257798735769988,0.0017726429901985287,0.8868278211433136
6.797924307558078e+18,0.4460501612977794,1.7538352851705454,0.0070097210446710394,-0.15896438769836865,0.01571380236615221,0.7613084347738301
6.797924307558179e+18,0.4591233308024853,1.798085317803622,0.019973988529732346,-0.16131323394633265,0.043477210170868544,0.6920611027274626
6.797924307558279e+18,0.5296932061669325,1.8360143730962732,0.02189104018216042,-0.16021586722538894,0.0413042672558007,0.7058289176235147
6.79792430755838e+18,0.5373173605986928,1.8889836937129665,0.020198160441562606,-0.1580267632071729,0.03757305498439323,0.660450023500747
6.797924307558479e+18,0.4435331342665236,1.9448986453254955,0.01650417365212051,-0.15335153467914,0.03719352913856534,0.6021029289187685
6.797924307558578e+18,0.4696833121995076,1.9433618658577652,0.005782456269666647,-0.15942695038690932,0.012310771952658303,0.6229140366526177
6.797924307558678e+18,0.5242626243435531,1.9947563697302477,-0.002583345033494281,-0.15054772833815186,-0.004927538231964415,0.6643456734412974
6.797924307558779e+18,0.508808463655069,2.0422510022629297,-0.0033866086269898005,-0.15256313783163036,-0.0066558614081208,0.6443043850162503
6.797924307558878e+18,0.47528433788671365,2.0824436088317357,-0.0003443727724295259,-0.15201984146800382,-0.000724561456615049,0.5594565942056711
6.797924311853945e+18,0.46449629236347073,2.129972042620407,-0.007971649677826518,-0.15205427874524677,-0.01716023854847976,0.5418929529317964
6.797924311854046e+18,0.47255636076343865,2.182498790868677,-0.012903247330954378,-0.15248875894686467,-0.02729841995604306,0.5662029820984534
6.797924311854146e+18,0.47667208803745975,2.184274824889525,-0.012466549714396915,-0.15302696195518412,-0.02614734287869228,0.530515227616849
6.797924311854246e+18,0.5146041153657038,2.231942033693271,-0.013559121249229061,-0.1542736169266238,-0.026342550203617948,0.5759748831012254
6.797924311854346e+18,0.49499347420034895,2.283402445229841,-0.016220126329633346,-0.1556295290515467,-0.032756643014171645,0.4330390544275042
6.797924311854446e+18,0.5327529178561035,2.330604199779496,-0.021207904589046925,-0.15591878746424848,-0.03978713560986252,0.5368180899533476
6.797924311854546e+18,0.533859843831694,2.376642546803893,-0.025945414321486008,-0.1580183786733706,-0.04856146505710039,0.5649451747272856
6.797924311854645e+18,0.5113095374124695,2.422877945538537,-0.02508952957169495,-0.15936927543855467,-0.04902983431451189,0.585511337050966
6.797924311854746e+18,0.5077188560403749,2.469602705511231,-0.027943761543444162,-0.16445739798749437,-0.05498239221684776,0.5643578348834429
6.797924311854845e+18,0.4689864465557945,2.520374591115268,-0.022045324704069346,-0.16725177414183878,-0.04697173935069149,0.5457610147772561
6.797924316149913e+18,0.500411328674478,2.5710810574758884,-0.018777946582786857,-0.16729152927678695,-0.03750742445885201,0.48075944055273084
6.797924316150013e+18,0.4789647434715629,2.611955892273176,-0.007920346266520573,-0.17054947777064516,-0.0165348797543412,0.5927835338266354
6.797924316150113e+18,0.45008957657384147,2.659852366620332,-0.0005910309100734325,-0.17134151239729722,-0.0013131398750897433,0.5841231016488715
6.797924316150215e+18,0.467687246984266,2.7065140292561827,0.006730905569598879,-0.1719631355412061,0.014390901086453883,0.5410005214266063
6.797924316150314e+18,0.45553701032680644,2.7123431275319363,0.0031329353526855755,-0.16734461434521616,0.006877346708954055,0.5975244345525724
6.797924316150413e+18,0.521071221491908,2.757896828564617,0.006881698202566425,-0.16703132080994762,0.013206060626552725,0.6419516829769077
6.797924316150513e+18,0.4898872842331826,2.8029607124104237,0.004983691328274033,-0.17791027502435006,0.010172787851471788,0.6660109186118773
6.797924316150614e+18,0.49469765950499434,2.863711415697831,0.009854180249963542,-0.1654967796235367,0.0199169675101714,0.6082471529958079
6.797924316150713e+18,0.5395582146472634,2.906556209298079,0.006238604537185212,-0.16897531542770847,0.0115619156145184,0.6473283064199821
6.797924316150813e+18,0.49729972676311207,2.9606130570850624,0.0006093189318427261,-0.16589200364252066,0.0012252542966306162,0.6901220348726101
6.797924320445881e+18,0.446031726632166,3.001335918619625,-0.002854310932933352,-0.16820155843787762,-0.006399257722223583,0.7411758136202586
6.797924320445981e+18,0.4440560338433659,3.0459390912828415,-0.005865388057227044,-0.16848698953117097,-0.013207898410832298,0.7691513662720999
6.79792432044608e+18,0.4465514264514392,3.0558172918776805,-0.009976929439523075,-0.1633026527662428,-0.02233845706303169,0.7551357383091667
6.79792432044618e+18,0.4601761810681244,3.07308459455615,-0.010331643936274417,-0.16397411989387525,-0.02244772530582832,0.9948658776628038
6.797924320446281e+18,0.020788965786304372,3.124644093330874,-0.0003904325068666567,-0.16463912563502242,-0.01877854899346379,1.0565957778168826
6.79792432044638e+18,0.4639821870497869,3.1267229899095046,-0.013158598829402181,-0.16467816888570908,-0.028352538284856607,1.1417183762852703
6.79792432044648e+18,0.49532997598483974,3.1656932923224264,-0.012028652938520634,-0.16420716169290012,-0.024279348820803445,1.2764238967950228
6.797924320446581e+18,0.46582214320398435,3.2152262899209103,-0.0029986334213117226,-0.16541002698675217,-0.00643720365429094,1.201005507573419
6.797924320446681e+18,0.5383646549014902,3.268439466459236,-0.006660463579805771,-0.16531772758507143,-0.012371027217547525,1.2744178424860557
6.79792432044678e+18,0.5351556454385812,3.3121352441042418,-0.013919467541440337,-0.16487093698503572,-0.026004266177876413,1.3459172220513191
6.797924324741847e+18,0.5218723695031443,3.3656508086481,-0.014405133813621863,-0.16626288373917975,-0.02759578363495427,1.3298607851151854
6.797924324741948e+18,0.4694265985055649,3.412644954713257,-0.00887495712525531,-0.167686787500092,-0.018903700755984854,1.5079792472029117
6.797924324742048e+18,0.4902371769795453,3.4130680308377697,-0.004323183595783287,-0.1649469761988622,-0.008818326591963176,1.6368816797868406
6.797924324742147e+18,0.4909593414537965,3.408811008508224,-0.008511329096299772,-0.16503963269445115,-0.01733438161512349,1.8552799914333205
6.797924324742248e+18,0.5332082678568806,3.510517031983702,-0.0045911666020338245,-0.1655932893320363,-0.008610243728144283,1.7082110359492215
